name,address,city,zip,capacity,license_type,status,state,license_number
Redeemer Lutheran Preschool,1401 SW 6th St,Willmar,56201,0,Child Care Center,Active,MN,1016695
Riley Crossing Child Care Center,620 ALDRICH DR,Chanhassen,55317-0015,0,Child Care Center,Active,MN,1099186
Richfield Latch Key Child Care Center (DBA-Richfield Fun Club),7020 12th Ave,Richfield,55423-0000,0,Child Care Center,Active,MN,1094773
Richfield Latch Key Child Care Center (DBA-Richfield Fun Club),7001 Elliot Ave,Richfield,55423-0000,0,Child Care Center,Active,MN,1094774
Rise N Shine Childcare Center Inc,4749 Hiawatha Ave S,Minneapolis,55406,0,Child Care Center,Active,MN,1064171
River Valley Montessori,10801 NORMANDALE BLVD,Bloomington,55437-3122,0,Child Care Center,Active,MN,1106130
River Hills Early Childhood Center,11100 River Hills Dr,Burnsville,55337,0,Child Care Center,Active,MN,804104
River Valley Montessori & Child Care,14014 HIGHWAY 13 S,Savage,55378-2191,0,Child Care Center,Active,MN,1102344
Ridgewood Preschool,4420 COUNTY ROAD 101,Minnetonka,55345-2421,0,Child Care Center,Active,MN,1114160
River Valley Montessori and Child Care,810 EXCELSIOR BLVD,Excelsior,55331-2025,0,Child Care Center,Active,MN,1113994
River Valley Montessori & Child Care,110 Prairie St North,Shakopee,55379,0,Child Care Center,Active,MN,1090464
Robin's Nest-Daycare,655 Pleasant Dr,Hastings,55033,0,Child Care Center,Active,MN,1036645
Rochester Arts & Sciences Academy,2521 PENNINGTON DR NW,Rochester,55901-0194,0,Child Care Center,Active,MN,1064561
Robyn's Nest Daycare Center LLC,1759 Commerce Dr,North Mankato,56003,0,Child Care Center,Active,MN,1090245
Riverside Christian School Preschool,610 2nd Ave NE,East Grand Forks,56721,0,Child Care Center,Active,MN,1022965
Riversong Montessori,3244 34th Ave S,Minneapolis,55406,0,Child Care Center,Active,MN,1081742
Rochester Montessori School,5099 7th Street NW,Rochester,55901,0,Child Care Center,Active,MN,802157
Rocking Horse Ranch,14859 Louisiana Ave S,Savage,55378,0,Child Care Center,Active,MN,804770
Rochester YMCA Early Childhood Learning Center,2364 VALLEYHIGH DR NW,Rochester,55901-7641,0,Child Care Center,Active,MN,1095852
Rockin Round The Clock II,115 SE 11th St,Grand Rapids,55744,0,Child Care Center,Active,MN,1085934
"Room For Growing, Inc.",11125 LAKE BLVD,Chisago City,55013-9667,0,Child Care Center,Active,MN,1110955
"Room For Growing, Inc.",38862 14TH AVE,North Branch,55056-5459,0,Child Care Center,Active,MN,1110957
"Room For Growing, Inc.",4700 SCANDIA TRL N,Forest Lake,55025-8108,0,Child Care Center,Active,MN,1110958
Roosevelt A and B,345 30th Ave N,Saint Cloud,56303,0,Child Care Center,Active,MN,802042
Roosevelt Head Start,1575 Ames Ave,Saint Paul,55106,0,Child Care Center,Active,MN,805514
"Room For Growing, Inc.",268 12TH ST SW,Forest Lake,55025-1482,0,Child Care Center,Active,MN,1110956
Ruth O. Benner Head Start Center,586 Fuller Ave,Saint Paul,55103,0,Child Care Center,Active,MN,800377
Roseville Lutheran Preschool,1215 W Roselawn Ave,Roseville,55113,0,Child Care Center,Active,MN,802166
Rosebuds Early Learning Center,6875 JAMAICA AVE S,Cottage Grove,55016-5761,0,Child Care Center,Active,MN,806182
Rush Creek KinderCare,6999 ALVARADO LN N,Maple Grove,55311-0000,0,Child Care Center,Active,MN,1110078
Sacred Heart Children's House,308 ELM AVE W,Waseca,56093-2427,0,Child Care Center,Active,MN,807903
Sacred Heart Area Preschool,324 4TH ST NE,Staples,56479-2323,0,Child Care Center,Active,MN,1055396
Sacred Heart Parish/School,4050 Hubbard Ave N,Robbinsdale,55422,0,Child Care Center,Active,MN,1033718
Saint Agnes Preschool,530 Lafond Ave,Saint Paul,55103,0,Child Care Center,Active,MN,1097989
Saint Ambrose Early Childhood Education Center,4125 WOODBURY DR,Woodbury,55129-9627,0,Child Care Center,Active,MN,1005525
Sahra's Child Care LLC,1609 Southcross Drive W,Burnsville,55306,0,Child Care Center,Active,MN,1096846
Sacred Heart Child Care Center,117 4th St NW,East Grand Forks,56721,0,Child Care Center,Active,MN,1000693
Sacred Heart School Pre-K & Early Childhood Center,303 2ND ST NE,Freeport,56331-5001,0,Child Care Center,Active,MN,1058248
Saint Rose of Lima Catholic School,2072 HAMLINE AVE N,Roseville,55113-5855,0,Child Care Center,Active,MN,1104017
Saint Boniface Pre Kindergarten,501 MAIN ST,Cold Spring,56320-2325,0,Child Care Center,Active,MN,1100182
Saints Peter & Paul Child Care,110 CENTRAL AVE N,Richmond,56368-8258,0,Child Care Center,Active,MN,1109498
Salamah Childcare Center,2526 HORIZON DR,Burnsville,55337-3091,0,Child Care Center,Active,MN,1103664
Saint Francis of Assisi Preschool,318 11th Ave SE,Rochester,55904,0,Child Care Center,Active,MN,802327
Salem Lutheran School,9615 PIONEER TRL,Loretto,55357-9694,0,Child Care Center,Active,MN,1108022
Salem Lutheran Church and Preschool,7825 Bailey Rd,Woodbury,55129,0,Child Care Center,Active,MN,1033567
Sam & Abes Child Care Learning & Development Center,622 Sunrise Dr,Saint Peter,56082,0,Child Care Center,Active,MN,1077489
Salem Lutheran Church & School,14940 62nd St N,Stillwater,55082,0,Child Care Center,Active,MN,1063677
Salem Preschool,2655 5TH ST NW,New Brighton,55112-2544,0,Child Care Center,Active,MN,802183
Samia Child Care LLC,2828 UNIVERSITY AVE SE STE 125,Minneapolis,55414-3260,0,Child Care Center,Active,MN,1114575
Salvation Army CDC (The),401 W 7th St,Saint Paul,55102,0,Child Care Center,Active,MN,804306
Sandcastle Child Care Center II,749 Juno Ave,Saint Paul,55102,0,Child Care Center,Active,MN,802190
Samuel Lutheran Early Childhood Center,500 VILLAGE DR,Marshall,56258-1538,0,Child Care Center,Active,MN,1065076
Scandia Preschool,20870 Olinda Trl PO Box 67,Scandia,55073,0,Child Care Center,Active,MN,804632
Sandcastle Child Care Center I,486 View St,Saint Paul,55102,0,Child Care Center,Active,MN,802189
Sam & Abes Childcare Learning & Development Center,160 SAINT ANDREWS CT STE 100,Mankato,56001-8679,0,Child Care Center,Active,MN,1066817
School Readiness Learning Academy North,2503 Lowry Ave N,Minneapolis,55411,0,Child Care Center,Active,MN,1088993
Seed Early Learning Academy,1300 Olson Memorial Hwy,Minneapolis,55411,0,Child Care Center,Active,MN,802199
School Readiness Learning Academy Inc,1221 7th Ave N,Minneapolis,55411,0,Child Care Center,Active,MN,1050329
Seeds of Grace/Golden Rule Preschool and Childcare,13655 ROUND LAKE BLVD NW,Andover,55304-3659,0,Child Care Center,Active,MN,800906
"Seeds of Faith Preschool, a Ministry of St. Luke's",7000 HINTON AVE S,Cottage Grove,55016-1809,0,Child Care Center,Active,MN,1013264
Seeds of Wisdom Early Development,400 13th Ave SE,Rochester,55904,0,Child Care Center,Active,MN,1039729
Seeds to Seedlings,6249 HEMLOCK LN N,Maple Grove,55369-6344,0,Child Care Center,Active,MN,1107419
Semcac Head Start-Eagle Bluff,28097 GOODVIEW DR,Lanesboro,55949-8290,0,Child Care Center,Active,MN,804356
Semcac Head Start-Kasson,402 W MAIN ST,Kasson,55944-1142,0,Child Care Center,Active,MN,830413
Semcac Head Start-St. Charles,824 Church Ave,Saint Charles,55972,0,Child Care Center,Active,MN,802406
Semcac Head Start Austin,300 16th St NE,Austin,55912,0,Child Care Center,Active,MN,800141
Semcac Head Start-Winona,1756 Kraemer Drive Suite 200,Winona,55987,0,Child Care Center,Active,MN,830728
Semcac Head Start Owatonna,565 20TH ST NE,Owatonna,55060-1405,0,Child Care Center,Active,MN,801858
Serenity Kids,1103 OAKVIEW DR,Dilworth,56529-0000,0,Child Care Center,Active,MN,1115318
Shepherd of the Hills Preschool,3920 N Victoria St,Shoreview,55126,0,Child Care Center,Active,MN,830336
Seward Child Care Center,2323 32nd Ave S,Minneapolis,55406,0,Child Care Center,Active,MN,802211
Servant Schoolhouse Christian Preschool,740 E Hayden Lake Rd.,Champlin,55316,0,Child Care Center,Active,MN,810868
Sharing & Caring Childcare,1229 E Lake St Ste 104,Minneapolis,55407,0,Child Care Center,Active,MN,1082568
Shepherd's Care,11875 W Eagle Lk Dr,Maple Grove,55369,0,Child Care Center,Active,MN,802223
Shiloh Temple International Ministries,1201 W Broadway,Minneapolis,55411,0,Child Care Center,Active,MN,1052276
Shepherd's Flock Preschool,3611 NORTH BERENS RD NW,Prior Lake,55379-5899,0,Child Care Center,Active,MN,830391
Shepherd of the Valley Preschool,12650 JOHNNY CAKE RIDGE RD,Apple Valley,55124-8156,0,Child Care Center,Active,MN,808005
Shining Stars Learning Center,955 HIGHWAY 55,Hastings,55033-2365,0,Child Care Center,Active,MN,1108038
Shoreline Early Childhood Development Center,3745 Shoreline Dr,Wayzata,55391,0,Child Care Center,Active,MN,802233
Siembra Montessori,1915 CHICAGO AVE,Minneapolis,55404-1904,0,Child Care Center,Active,MN,830682
Shirley R Abelson Aleph Preschool,5225 Barry St W,St Louis Park,55416,0,Child Care Center,Active,MN,802232
Sleepy Tigers Chinese Immersion Learning Center,16023 Minnetonka Blvd,Minnetonka,55345,0,Child Care Center,Active,MN,1062906
Shoreview YMCA Early Childhood Learning Center,3760 LEXINGTON AVE N,Shoreview,55126-2915,0,Child Care Center,Active,MN,1062792
Small World Learning Center,1621 McGlynn Dr,Chanhassen,55317,0,Child Care Center,Active,MN,1065534
Silver View Education Center,2574 Mounds View Blvd,Mounds View,55112,0,Child Care Center,Active,MN,801598
Small World Learning Center,90 Locust St,Farmington,55024,0,Child Care Center,Active,MN,1074720
Small World Learning Center,4565 SCOTT TRL,Eagan,55122-2396,0,Child Care Center,Active,MN,1081623
Small World Early Learning Center,309 Main Ave N,Red Lake Falls,56750,0,Child Care Center,Active,MN,802053
Small World Learning Center/Jain Enterprises Inc,10210 Lancaster Lane,Maple Grove,55369,0,Child Care Center,Active,MN,1026207
Small World Learning Center,8400 City Center Dr,Woodbury,55125,0,Child Care Center,Active,MN,1076380
SMILES Child Care LLC,4324 Lyndale Ave N,Minneapolis,55412,0,Child Care Center,Active,MN,1081412
SMILES Child Care LLC Infants,4320 Lyndale Ave N,Minneapolis,55412,0,Child Care Center,Active,MN,1081416
Solar Academy Inc,1274 Marion Rd SE,Rochester,55904,0,Child Care Center,Active,MN,1064021
Smiling Faces Academy,7217 W BROADWAY AVE,Brooklyn Park,55428-1623,0,Child Care Center,Active,MN,1106415
Small Sprouts Preschool,1125 S State St,Fairmont,56031,0,Child Care Center,Active,MN,1077077
Smart Start Childcare & Learning Center,14480 60th St N,Stillwater,55082,0,Child Care Center,Active,MN,1066084
Sonnet Montessori & Child Care,19955 IDEALIC AVE,Lakeville,55044-2003,0,Child Care Center,Active,MN,1110511
SonShine Learning Center Luther,1568 Eustis,Lauderdale,55108,0,Child Care Center,Active,MN,1066378
Sonshine Learning Center,680 Hwy 62,Mendota Heights,55118,0,Child Care Center,Active,MN,1021758
Sonnet Montessori & Child Care,4637 PARK NICOLLET AVE SE,Prior Lake,55372-3909,0,Child Care Center,Active,MN,1110515
South Branch Early Childhood Family Development Center,7145 Harriet Ave S,Richfield,55423,0,Child Care Center,Active,MN,804605
South Metro Childcare Academy,15400 S ROBERT TRL,Rosemount,55068-1742,0,Child Care Center,Active,MN,1116650
Son-Shine Corner Inc.,705 COUNTY ROAD 101 N,Plymouth,55447-3537,0,Child Care Center,Active,MN,802263
South Metro Montessori School,10970 185th St W,Lakeville,55044,0,Child Care Center,Active,MN,1078834
South Shore Trinity Lutheran Church Preschool,2480 S Shore Blvd,White Bear Lake,55110,0,Child Care Center,Active,MN,804965
Southside Learning Center LLC,2501 TAYLOR ST NE,Minneapolis,55418-3731,0,Child Care Center,Active,MN,1115061
Southside Family Nurturing Center,2448 18th Ave S,Minneapolis,55404,0,Child Care Center,Active,MN,802271
Southwest Minnesota State University Child Day Care Center,1502 Birch St,Marshall,56258,0,Child Care Center,Active,MN,1019855
Southwest Montessori School,5000 WASHBURN AVE S,Minneapolis,55410-2224,0,Child Care Center,Active,MN,1065869
SouthWest Metro Intermediate District 288 - East Creek Child Care,303 E 6TH ST,Chaska,55318-2103,0,Child Care Center,Active,MN,830831
Sprouts Childcare & Early Education Center LLC,200 SCHUMANN DR NW,Stewartville,55976-7918,0,Child Care Center,Active,MN,1095680
St Andrew Early Learning Program,13600 Technology Dr,Eden Prairie,55344,0,Child Care Center,Active,MN,802286
Southwood Early Childhood Family Development,4901 W 112TH ST,Bloomington,55437-3404,0,Child Care Center,Active,MN,1100902
St Anthony Park Community Nursery School,2200 Hillside Ave,Saint Paul,55108,0,Child Care Center,Active,MN,802298
St Casimir's Early Childhood Program,330 Second Ave SW,Wells,56097,0,Child Care Center,Active,MN,1077959
St Catherine University Early Childhood Center,2004 RANDOLPH AVE,Saint Paul,55105-1750,0,Child Care Center,Active,MN,800518
St Charles Child Care,343 DAYCARE DR,Saint Charles,55972-2131,0,Child Care Center,Active,MN,1076829
"Southside A, B, C",1205 6th Ave S,Saint Cloud,56304,0,Child Care Center,Active,MN,1009453
St Croix Kids Early Childhood Center,111 E Orleans St,Stillwater,55082,0,Child Care Center,Active,MN,802316
St Davids Center for Child and Family Development,3395 Plymouth Rd,Minnetonka,55305,0,Child Care Center,Active,MN,802320
St Charles Borromeo Preschool,2727 Stinson Blvd,Saint Anthony,55418,0,Child Care Center,Active,MN,1080539
St Elizabeth Ann Seton Rainbow Preschool,1615 11th Ave S,Saint Cloud,56301,0,Child Care Center,Active,MN,1085935
St Elizabeth Ann Seton Preschool,2035 15th St W,Hastings,55033,0,Child Care Center,Active,MN,1000968
St Dominic Preschool,216 Spring St N,Northfield,55057,0,Child Care Center,Active,MN,1058562
St Felix School Preschool and Kindergarten Readiness & St Felix Gods K,130 3RD ST E,Wabasha,55981-1452,0,Child Care Center,Active,MN,1000467
St Henrys Area Preschool,254 3rd Ave SW,Perham,56573,0,Child Care Center,Active,MN,1091751
St Francis Xavier Child Development Center,219 19th St NW,Buffalo,55313,0,Child Care Center,Active,MN,802329
St Francis Xavier School,308 2nd St N,Sartell,56377,0,Child Care Center,Active,MN,1066115
St John Lutheran Day Care,137 Houk St,Good Thunder,56037,0,Child Care Center,Active,MN,1003299
St John the Baptist Catholic Montessori School,638 MILL ST,Excelsior,55331-3272,0,Child Care Center,Active,MN,1090289
St James Community Child Care,500 3rd Ave S,Saint James,56081,0,Child Care Center,Active,MN,830968
St Johns Preschool,36620 County 4 Blvd,Goodhue,55027,0,Child Care Center,Active,MN,1080115
St Joseph Preschool,13900 Biscayne Ave W,Rosemount,55068,0,Child Care Center,Active,MN,1086068
St Johns Lutheran Preschool,27 1st St NW,Norwood Young America,55397,0,Child Care Center,Active,MN,1074767
St Joseph's Preschool,1138 Seminole Ave,West St Paul,55118,0,Child Care Center,Active,MN,1051073
St John Early Childhood Learning Center,34719 County Highway 24,Redwood Falls,56283,0,Child Care Center,Active,MN,1058660
St Josephs Preschool,315 SW 21st St,Grand Rapids,55744,0,Child Care Center,Active,MN,802346
St Josephs School,1005 2ND AVE S,Moorhead,56560-2900,0,Child Care Center,Active,MN,1066308
St Marys Elementary School Little Echoes Preschool,225 Sixth St,Tracy,56175,0,Child Care Center,Active,MN,1062962
St Katharine Drexel School,428 2nd St SE,Saint Cloud,56304,0,Child Care Center,Active,MN,802299
St Michael Catholic Preschool,100 Central Ave E,Saint Michael,55376,0,Child Care Center,Active,MN,1063308
St Matthew Community Preschool,555 E 12th St,Saint Charles,55972,0,Child Care Center,Active,MN,802368
St Maximilian Kolbe Catholic Preschool,235 S 2nd St,Delano,55328,0,Child Care Center,Active,MN,1066335
St Marys School,308 E S St,Caledonia,55921,0,Child Care Center,Active,MN,1011526
St Paul Eastside YMCA Early Childhood Learning Center,875 ARCADE ST,Saint Paul,55106-3800,0,Child Care Center,Active,MN,1062807
St Paul Learning Center Inc,1922 University Ave W,Saint Paul,55104,0,Child Care Center,Active,MN,1067631
St Olaf Wee Learning Center,306 2nd St NW,Austin,55912,0,Child Care Center,Active,MN,802837
St Paul Preschool,621 W Main,Pipestone,56164,0,Child Care Center,Active,MN,802381
St Paul Midway YMCA Early Childhood Learning Center,547 WHEELER ST N,Saint Paul,55104-1733,0,Child Care Center,Active,MN,1062800
St Pauls Little Saints ECC,5634 Luther Rd SE,Prior Lake,55372,0,Child Care Center,Active,MN,802386
St Peter's School,34 Main Street,Hokah,55941,0,Child Care Center,Active,MN,1098196
St Peter's Early Childhood Education Center,5421 France Ave S,Edina,55410,0,Child Care Center,Active,MN,802393
St Peter Community Childcare Center Inc,600 South 5th St Suite 125,Saint Peter,56082,0,Child Care Center,Active,MN,1049241
St Pius X Preschool,1205 12th Ave NW,Rochester,55901,0,Child Care Center,Active,MN,1018306
St Raphael Catholic Preschool & Pre K,7301 Bass Lake Rd,Crystal,55428,0,Child Care Center,Active,MN,1081125
St Therese Early Learning Center,18323 Minnetonka Blvd,Deephaven,55391,0,Child Care Center,Active,MN,1048537
St Thomas More Preschool,1065 Summit Ave,Saint Paul,55105,0,Child Care Center,Active,MN,1066090
St Theodore Pre Kindergarten School,323 E CLARK ST,Albert Lea,56007-2955,0,Child Care Center,Active,MN,1066515
St Wenceslaus Little Saints Preschool,227 E Main Street,New Prague,56071,0,Child Care Center,Active,MN,1048343
St. Anthony Park Co-op Preschool,2129 Commonwealth Ave,Saint Paul,55108,0,Child Care Center,Active,MN,802297
St Stephen Preschool,1301 S 4TH ST,Marshall,56258-2201,0,Child Care Center,Active,MN,1059377
St. Croix Montessori,177 Neal Ave N,Stillwater,55082,0,Child Care Center,Active,MN,809565
St. Francis Preschool,817 JUNIPER ST,Brainerd,56401-3056,0,Child Care Center,Active,MN,802328
St. Andrew's Preschool,501 NW 16th St,Grand Rapids,55744,0,Child Care Center,Active,MN,1009586
St. James Lutheran Early Education Center,3650 WILLIAMS DR,Burnsville,55337-1765,0,Child Care Center,Active,MN,802332
St. Edward Preschool,210 W 4TH ST,Minneota,56264-9627,0,Child Care Center,Active,MN,1099536
St. Jerome Kids Korner,384 ROSELAWN AVE E,Maplewood,55117-2033,0,Child Care Center,Active,MN,801213
